"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLik","LogLik",
2000,4.47552228131656,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006103526060298,0.000343703787051,12.3827884344912,1660,0.779511069906142,0.922453652542819,0.921302413645581,4.49935623152478E-05,0.4,4,0.96260883591735,17.1154959493816,0.333333333333333,118566.245382731,139.592564999159,28.3503514995292,374.641908967348,18.4943563876255,44.6478957818172,1.65476512297272,0.129885347540087,429.332698495106,122352.940613438,26863.1110132265,7.92448775925489E-05,0.998226918106474,-8581.00103061332,-8580.953699,0.047331613321148
2000,4.43161454978851,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004424303403314,0.000428410425793,26.2530924198928,1660,0.849196944067505,0.98082506354754,0.8317670115749,2.56701066520974E-05,0.4,4,0.996178875919396,17.1349579555941,0.333333333333333,17949.182576222,716.32828845165,0.139832757685389,261.343400944825,4.34363684770457,180.901938147799,2.8026203099661,117.116059053065,1150.4167690947,59759.2157550705,12408.4654424511,0.000679750049094,0.997937821243609,-8585.03609705449,-8584.986672,0.049425054488893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21073.2587710815,"NaN","#VALUE!"
2000,4.51624730318121,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004577687328599,0.000435811460098,12.5050575548365,1660,0.834473905140402,0.926740903999514,0.827091022682853,5.48615861647295E-05,0.4,4,0.99409080154061,17.1337662926464,0.333333333333333,24167.9585408062,352.916592736027,0.427683639633865,295.663073795047,0.406082627851074,177.541626434612,7.53166742992072,7.55320247597804,1797.33375403036,104216.58413057,10025.8060902086,0.001417583894565,0.997055207840491,-8578.63297628555,-8578.597964,0.035012285548874
2000,4.78742341735326,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006423682413737,0.000345561905589,13.2270142005857,1660,0.785774160349458,0.937938780830343,0.872311319766456,3.94926923151644E-05,0.4,4,6.61990233059564,17.1568774210129,0.333333333333333,118931.140035719,114.973362260733,1.17813134332635,98.6832068895826,4.93426343357904,18.0592632562557,4.62161073700379,3.02336973322003,757.959318362348,196686.841942492,24249.4187310641,3.62310015142386E-05,0.999176574162149,-8576.89763528635,-8576.905963,-0.008327713649123
2000,4.67291121262044,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004773790295524,0.00040338805248,26.2845102015801,1660,0.886285463194943,0.957368659889396,0.827597208074718,2.39864320248033E-05,0.4,4,2.25573710464159,17.261103187277,0.333333333333333,13131.0142845281,90.9674161203859,5.99205513368909,424.052209618897,7.26224037725429,10.0092822167797,0.616037837402704,5.18755009733592,1020.39487664196,93141.5067860926,30814.5771096172,0.0002610037603,0.99941130403888,-8579.42805245602,-8579.398087,0.029965456020364
2000,4.46391539116012,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003901273100715,0.000589066030848,35.3428282256961,1660,0.789910014039912,0.970558776578723,0.685769821001433,2.70991641483405E-05,0.4,4,0.950954086371146,17.1042500204502,0.333333333333333,24850.8346209452,100.632186080808,20.6481988557812,328.599114369052,79.3465586037114,325.941892567093,5.57483706983209,21.918361786655,2341.66239549453,56223.8687188735,5570.39313572349,1.00309331624673E-05,0.999905723132657,-8580.91359888303,-8580.879831,0.033767883029213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21073.2587710815,"NaN","#VALUE!"
2000,4.57331952895142,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006303855832514,0.000344778791703,16.5526378353503,1660,0.77853997236358,0.957717553892711,0.875596720112959,3.28534010733586E-05,0.4,4,1.04350241067554,17.1537145471048,0.333333333333333,169820.220693584,164.136849803498,1.21424349078755,359.5706148847,18.6972848532781,36.0122720282804,6.7711530758135,3.05123822898201,213.510598392892,270919.175548833,23482.7147085673,4.36943940361096E-05,0.999339026236732,-8583.12678538682,-8583.079655,0.047130386819845
2000,5.00173334853536,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006133068878665,0.000371959072405,16.0160925101837,1660,0.773513608738345,0.959948077383535,0.915967488804775,3.47662495449843E-05,0.4,4,1.0131194578328,17.1664681285179,0.333333333333333,5832.16121459623,157.538041979561,0.130861302607683,361.407219228884,14.1616910655675,29.0505048441353,14.6534905670182,9.41952613439739,516.417903843013,187737.829717513,27539.4657243241,4.63792234743094E-05,0.999047249134369,-8589.482727858,-8589.437788,0.044939858000362
2000,4.18718388232744,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004391438821658,0.000418664532732,26.6276393200721,1660,0.824635858066422,0.854451860468394,0.935649714975402,2.2547643179308E-05,0.4,4,1.10044229591191,16.8684776077061,0.333333333333333,395358.331005616,509.922738105357,19.0462631941886,266.457889776534,16.0385606217819,179.873401602854,1.43218925038432,7.67767083332362,638.886959186071,236095.471539796,11411.3194550574,0.002045392356675,0.996955622685672,-8580.66267395215,-8580.648897,0.013776952151602
2000,4.46141535086055,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004565847028446,0.000442040891481,29.846382880544,1660,0.827993291506728,0.862028505574863,0.901511081987097,2.12821737650808E-05,0.4,4,0.913456404826536,17.0781383490398,0.333333333333333,701.853029910487,13.5757203941705,0.087832028847781,288.351983306764,1.39752475881701,131.24000772461,215.433999540443,7.9247625743875,423.210985471876,103646.270698459,16836.2892464988,1.87850324674675E-05,0.999679080729435,-8586.12925483887,-8586.118905,0.010349838870752
2000,4.47955112459606,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004501227749456,0.000435824034246,16.0701026097483,1660,0.820238546543717,0.919607540943643,0.886755295334834,3.99570256779952E-05,0.4,4,1.48946205087869,17.1657657633478,0.333333333333333,28184.0237557996,371.296105243884,0.255469035470651,177.234428674319,3.17668298386488,214.44158934153,1.05902028228046,22.8126650037742,2058.70058527775,18555.4085526244,12447.4597741082,0.000611977667069,0.998513515916329,-8579.71420504823,-8579.698635,0.015570048230075
2000,4.25340933752032,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004236855256707,0.000442531003835,39.4535526489749,1660,0.836119058782653,0.9929229187074,0.849877710088547,1.82133893762641E-05,0.4,4,0.931329873533168,17.0883691184616,0.333333333333333,5463.15910216458,986.222574498369,0.304456629145559,534.050061845208,41.0341537770419,170.92115635549,2.62190729316256,10.1533496758737,803.652142511493,25579.5730173108,50.1126994700233,0.000129171852379,0.999464588431824,-8585.93912838174,-8585.900297,0.038831381740238
2000,4.76857832750152,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006306631305283,0.000344915805073,13.6127877323891,1660,0.782222125444524,0.915234533356512,0.935121732142912,3.78766925109875E-05,0.4,4,17.6768221641571,17.1479209497748,0.333333333333333,114322.576733092,2.60982612689784,0.690956954370713,19.8118464183777,17.1063497062538,40.5458772418326,3.39702947432311,7.27026506628316,237.362902501581,74810.9996540058,49039.3632611225,7.0329600102506E-05,0.998190525713082,-8576.65111187013,-8576.601114,0.049997870130028
2000,4.59965040204436,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00461112639213,0.000432429017819,33.4914296017951,1660,0.839335825728256,0.875591590782452,0.919540694966401,1.97316686416344E-05,0.4,4,1.0759224806438,17.0778536642133,0.333333333333333,8780.26365406642,109.07960405092,0.447846909692112,279.04552513032,3.54080427258316,197.990891410467,150.557627374733,6.24961416537054,631.383359142891,42954.690467135,37440.7727495561,0.000114443119314,0.999578522354733,-8588.78478005208,-8588.792332,-0.007551947921456
2000,4.2670413389331,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004335763731184,0.0004561765732,34.3720873951587,1660,0.826329156504537,0.913019643292233,0.816555079548813,2.01341392974845E-05,0.4,4,1.45909900958892,17.0519436567774,0.333333333333333,258130.596604047,105.265257384331,0.929800358764628,321.885529183996,3.39616022673528,190.2417185995,3.93619711434385,1.0664202241717,1817.13169650162,110012.784042659,13799.6100081645,1.52162297997423E-05,0.99966238858376,-8579.52354550137,-8579.550007,-0.026461498629942
2000,4.2414224286895,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004370236848901,0.000435811460098,38.0398960327364,1660,0.841708765144755,0.879610779816802,0.924441488181225,1.71E-05,0.4,4,0.99409080154061,17.1262267223412,0.333333333333333,429850.70409825,151.706428331493,0.331947920031205,334.875912347846,1.96355270486389,181.828440794009,2.50024871391762,15.0609779451259,1885.25458013184,96262.1869409573,47351.9870100541,3.71127951328047E-05,0.999621189015762,-8586.26150046898,-8586.22786,0.033640468978774
2000,4.60900469994244,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004583128221336,0.000437474603128,16.5894419382256,1660,0.821882307294783,0.917299176378821,0.879751881487027,4.11760080769327E-05,0.4,4,1.27546963230327,17.1634823864037,0.333333333333333,17477.305276149,359.556930281161,1.49465854623983,218.780164271869,8.91088554400472,176.627917963659,29.9073687097674,9.33626342920378,628.863076913051,140614.594143623,17650.6390632482,7.62636602927585E-05,0.999545082183647,-8581.14422799115,-8581.089636,0.054591991149209
2000,4.36335595234486,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006001314496206,0.00034224746015,14.6922113675371,1660,0.779882050597272,0.979861815981761,0.867437415491682,3.78221215732914E-05,0.4,4,2.28476192208914,17.1374384435593,0.333333333333333,112194.661161287,184.487247490372,1.77656087724001,217.426548182239,22.038790128869,77.2277272206322,2.87223274283892,4.50482976106548,148.714451076711,195425.746590563,24348.0363581445,4.87293570350914E-05,0.99897033211584,-8577.69369090853,-8577.652013,0.041677908529891
2000,4.20189558985366,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004360067266453,0.000434286053236,28.1859136298651,1660,0.830509540579686,0.9793056890392,0.819459574660806,2.45416695612964E-05,0.4,4,0.996178875919396,17.1025309098061,0.333333333333333,29341.2084990733,4059.45348856545,6.95394741029679,293.666703792633,0.695760174977641,232.704424165844,1.50917512200327,2.83141050594234,895.441251061604,39897.4615543932,3222.89494417248,0.00010741640331,0.999466870517981,-8581.82311425313,-8581.766141,0.056973253129399
2000,4.3322103572963,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004405991715532,0.000430352006325,24.3888808387744,1660,0.797755058602976,0.984444549079506,0.854625393133901,2.74205562891343E-05,0.4,4,1.3629363813426,16.9730638073071,0.333333333333333,22745.3828363043,1311.80891875095,0.185886083920565,298.75833850918,13.5381472116582,197.318613162423,2.33767225631128,8.61052838084263,132.633810627003,18907.4939600713,3954.3162124605,0.000211936091237,0.999208538475744,-8580.15886406472,-8580.058057,0.100807064720357
2000,4.5852950735408,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004497696801644,0.00043493405575,30.0195954957736,1660,0.850185888958746,0.869992867293308,0.919452428415944,2.10659656297555E-05,0.4,4,0.977753619682426,17.0864837431491,0.333333333333333,12089.2341511201,113.044983789029,1.24419229594433,278.805953925351,8.81376978626133,186.130766121914,156.495118026775,8.48603042855126,641.037562827963,157918.673026376,16300.308605747,0.000215112064182,0.998698771281064,-8587.35398044812,-8587.321635,0.032345448120395
2000,4.54939612001301,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004518579721652,0.000426203803382,25.9532894160675,1660,0.847547595014728,0.885760716712662,0.907574593236324,2.44014567996177E-05,0.4,4,1.07183391427347,17.0351727760729,0.333333333333333,156194.681743936,1539.79321620213,1.94738101735493,208.327362086561,4.63381624715266,314.686238252983,1.12117002665781,2.50059471063874,569.089865056386,197580.899842685,15018.6719552794,0.000119127974178,0.999060425090627,-8583.44187793944,-8583.373804,0.068073939439273
2000,4.60940465864894,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004506705649366,0.000438118410431,28.5379206629551,1660,0.827958131752955,0.966554324840447,0.820552442521989,2.34014346533003E-05,0.4,4,1.55662635170297,17.0220335516682,0.333333333333333,20631.1825440769,66.4505184603963,0.259313106602359,244.805422556677,2.80145353671582,376.378206142296,4.66682723872496,5.82786261032947,901.69124975395,44624.5623136914,22416.6618497646,0.000354369704471,0.99882706891873,-8580.18640325848,-8580.141293,0.045110258479326
2000,4.45819848910475,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00457713290309,0.000419707577659,28.3258066512051,1660,0.824961909272402,0.960283128465315,0.903925340199137,2.5007340034836E-05,0.4,4,0.95017710071148,17.0916207305586,0.333333333333333,41698.242004221,128.167911627114,1.89276297202959,372.454312669204,4.78713472652678,303.996698043817,4.8764644384057,6.42570462181021,1568.29356859364,49445.2259260734,16958.7667174648,0.000371015434827,0.998377487721363,-8585.99712683386,-8585.981658,0.015468833858904
2000,4.27762158867341,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004531897392804,0.000419051140028,26.6119452621556,1660,0.849582247290592,0.868051785970106,0.868840993559004,2.22462157639818E-05,0.4,4,1.44338928864949,17.0369026939539,0.333333333333333,310810.632147816,352.805911523992,4.34866858004816,268.729714692216,10.097706345401,155.132277891337,7.93353913938085,2.19623811533533,3920.71234232685,66224.0397194706,26789.5499823751,0.001618259194732,0.994154490108044,-8579.56409585087,-8579.604704,-0.040608149129184
2000,4.27046697189138,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004421920451352,0.000420662546126,25.971105383433,1660,0.828762649115788,0.866439771965897,0.907046827283223,2.27452331712114E-05,0.4,4,1.43474626493968,16.8870746984892,0.333333333333333,13136.0075774959,241.212438099289,114.051676927383,363.912476390435,0.565409376328693,197.922233440329,1.07119688053365,1.23676245233156,3166.46979275161,10945.6466510712,21.6193328814503,8.48972572983378E-05,0.999622620448123,-8578.99952551339,-8579.003839,-0.004313486610045
2000,4.43035670078322,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006122611582825,0.000345250737976,29.988063959507,1660,0.781630869924454,0.903016235848859,0.926676856533719,1.71071439796096E-05,0.4,4,2.68616582243776,17.1606364218855,0.333333333333333,140150.002545265,120.824516987958,0.411007078923818,376.292811769107,1.16710639390528,2.99991877059417,5.06175664997967,1.40557716622348,1037.99832340226,65476.3125031492,30513.0874639876,7.61167032867751E-05,0.999294375343828,-8579.82327176332,-8579.778958,0.044313763319224
2000,4.71531446794433,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006460576549773,0.000342907274061,14.7482668634777,1660,0.773630297678269,0.959689808644979,0.894835329980594,3.65292890353855E-05,0.4,4,0.881649980681576,17.1258727181254,0.333333333333333,9311.26625746345,997.228282102816,0.80433076864355,424.036715444701,25.5583993502972,54.6619467293224,5.33788169688109,2.80531705226765,551.018642343142,176385.410351554,40471.5613441933,9.47329835456344E-05,0.99848452655674,-8584.61992415485,-8584.59519,0.024734154849284
2000,4.68308608733727,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006267969447468,0.000338826931999,13.3812932147249,1660,0.78708475108187,0.886942431048915,0.930723183787366,3.82621734062083E-05,0.4,4,1.53759497341251,16.9734775170421,0.333333333333333,2246.26885285977,293.693793354815,0.100284517116188,376.545677703148,16.9367749951967,13.7044212517597,5.03392643501873,15.8064222938517,358.36068149635,177268.007503431,16249.9169542152,2.78129316898731E-05,0.999404940554357,-8579.00679754343,-8578.972985,0.033812543430031
2000,4.42703379600213,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006461964512238,0.000341577600897,16.3684594417656,1660,0.748097033232037,0.974465040365255,0.912513444024764,3.09947998774123E-05,0.4,4,1.09241265414442,17.1902359873162,0.333333333333333,1959.62428959226,1084.11184972481,0.091454171903483,430.371332072325,11.0003952586073,40.8441391226674,3.07677630588114,0.009123310489385,198.953892963307,117542.447620439,3337.63645669483,0.00069099734859,0.998100481974906,-8584.29219623243,-8584.247117,0.045079232429998
2000,4.68662137022807,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006385366796988,0.000345544763878,17.3837638072235,1660,0.790576512339746,0.919385911326301,0.881916376055156,2.93727128277635E-05,0.4,4,0.969146618680907,17.1208770733266,0.333333333333333,17159.8868393384,78.1450189087667,2.0230066874606,316.907058054358,7.71699607881097,141.511126188359,72.4170378752566,6.75470067101287,977.754422765834,74617.8016315826,25659.1016995765,5.3353147635037E-05,0.998398399978986,-8584.17788862136,-8584.169012,0.008876621359377
2000,3.93418875428276,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004199592506535,0.00042353602391,30.8313118852073,1660,0.837167068296072,0.98146756119619,0.837400236212687,2.21431722928264E-05,0.4,4,1.03126736826756,17.0988391364453,0.333333333333333,4913.97807848474,235.887081823473,104.804606474194,369.395570877528,284.556838964491,221.26862614847,7.52545764222866,3.9718333940576,687.383700821616,47307.0499982884,116.735293519496,0.000341008841109,0.998840385102077,-8581.26658554489,-8581.227265,0.03932054489087
2000,4.31361880414554,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004464866146351,0.000432599499991,24.536451694113,1660,0.805451858023092,0.854316154171995,0.919283133744471,2.49755715674988E-05,0.4,4,1.16116739765289,16.8784391203511,0.333333333333333,321253.304669515,397.138604595509,0.826342273191601,267.200155239451,4.35696752522374,189.649278018983,6.33882676963834,4.0151241683799,1007.12911199785,47142.6920387746,23521.8326599819,0.000180595289487,0.999027438175036,-8580.15495120661,-8580.14977,0.005181206610359
2000,4.54996064576434,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004660513862826,0.000440036935585,34.7705677234149,1660,0.845233048833159,0.986897464556191,0.731041939410816,2.05555114683638E-05,0.4,4,1.36950827013709,17.0773722839261,0.333333333333333,2776.17579203564,197.826992952298,0.873376584027584,338.297765313879,8.82800862553862,264.804907456005,34.6994148031454,33.0993171110653,3609.68050754309,46049.48581489,5328.44152844066,0.000147679223675,0.99904459814194,-8580.02259889295,-8579.988655,0.033943892951356
2000,4.47415087914692,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00553525700012,0.000404067188539,14.287833173579,1660,0.760960984196609,0.894624297227499,0.864777004097399,3.75107030050474E-05,0.4,4,1.13444273922964,17.147848834575,0.333333333333333,1571.56326860374,156.724981670361,0.759002472959551,333.731583510759,18.8874213371557,30.3477532716046,32.8617057898801,35.8874090885879,2573.92667243507,106949.096650268,34031.8122541821,9.1719335460867E-05,0.997192389186978,-8580.25304684259,-8580.200966,0.05208084258993
2000,3.98751392017022,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004111850306497,0.000427737099729,23.2845751992657,1660,0.846065635137817,0.967472353692636,0.83356493387806,2.85321101957157E-05,0.4,4,2.15662294721118,17.1035264439358,0.333333333333333,42137.8677297189,1846.47274379522,0.808368261513709,240.271753771386,5.02984442342768,156.632061021005,10.8105606081869,0.715601873495415,153.258854312741,235089.226369451,7768.11532348818,7.30913174470792E-07,0.999995434754335,-8577.39324910088,-8577.393715,-0.000465899120172
2000,4.6420960358064,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004622440442744,0.000431465761139,15.8849033923564,1660,0.830861646664901,0.924651103296523,0.87516321340071,4.41839261702093E-05,0.4,4,0.957308319347526,17.1295520879528,0.333333333333333,18129.0242716676,632.645621978572,1.33235297370504,285.92032903416,3.0473296261912,220.001749183074,4.45525865373086,5.92323901744244,1859.93643414186,124570.554232824,10760.8995845613,6.45051086742142E-05,0.99908725222499,-8581.88455652196,-8581.881421,0.003135521959848
2000,4.19711750186019,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004363638229255,0.000426479550682,33.1119138918929,1660,0.850243798583351,0.850076261408447,0.926491587533358,1.94966641676963E-05,0.4,4,0.940285077183777,16.9911362339084,0.333333333333333,20067.4062959354,188.915300991448,0.167442567926295,302.483899659385,14.3305907279421,140.096414127194,210.160091651986,8.70164749046086,241.610989633585,80349.7366152697,27060.7297588031,0.000220904516271,0.998913980393967,-8584.50597638745,-8584.475006,0.030970387449997
2000,4.13587699711123,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004588032288703,0.00043351063537,23.9231358410411,1660,0.804704559558443,0.867449385291798,0.901636914092265,2.51250719476409E-05,0.4,4,0.984613673726928,17.1398635506813,0.333333333333333,289055.888466951,155.873883975255,8.05968639365115,326.448491900979,1.90054250311153,183.287172260606,4.72539467063846,7.26410169485665,1070.99928276734,84071.6869133766,18594.6535493566,0.000137416618543,0.998987885477925,-8581.30033145681,-8581.262309,0.038022456810722
2000,4.47455521614738,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00471448196735,0.000419366205048,30.4151027822041,1660,0.81025396841934,0.948622560306232,0.821761689329172,2.18038742986608E-05,0.4,4,1.32418310743177,16.8679880446107,0.333333333333333,24459.8015353774,78.423076572962,1.11046323992272,304.028235202155,6.41899118810269,400.977945128013,6.26459603087027,29.3324963781787,794.274143788949,91110.0353449297,68835.208058022,0.000166404297741,0.998774185989273,-8579.93967719736,-8579.860183,0.079494197359964
2000,4.15506221194875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004573270929545,0.000435682650433,32.049351580115,1660,0.833065248517436,0.814427684112834,0.915043626628311,1.91360649001997E-05,0.4,4,1.00721912988995,17.0924407583826,0.333333333333333,37202.2561489773,2405.21496339144,2.07785562224075,324.209775644247,0.025864080129697,353.634869797832,0.708808388974403,8.62754272412739,115.523741229942,21.3165333577835,13370.4273242908,0.000180185875062,0.998967284992112,-8581.8672415056,-8581.849947,0.017294505600148
2000,4.8316278484559,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006295442766516,0.000336947272918,12.3454357462698,1660,0.776232890714382,0.970404129367448,0.928234715908318,4.13112836405497E-05,0.4,4,0.994019079458041,16.9392362511943,0.333333333333333,10113.3538081289,264.510060425471,2.40745181869878,390.005087150518,8.96784026580671,38.1359891571247,2.97052830571495,7.34717565299672,357.176412267353,195750.104310397,27871.2869184839,5.06011257193487E-05,0.998824892223836,-8584.09067375925,-8584.063045,0.027628759249637
2000,4.46212482078447,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00451522955493,0.000428177501942,28.3006404897072,1660,0.833218556771449,0.859410955055907,0.921937870785068,1.97693744030814E-05,0.4,4,1.12286419931701,16.9431558530813,0.333333333333333,319727.694872376,86.1642037730802,1.17611423769478,274.004244550168,3.52895268716959,225.657073095318,2.52746471531307,6.9387909188487,1311.66593928624,114687.8634553,19122.2387753361,0.000127320574998,0.999051713075425,-8582.63122229725,-8582.610009,0.021213297250142
2000,4.47968243357031,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004535011149147,0.00042763476416,38.1005277780343,1660,0.856767136967086,0.939226401845746,0.757815436544379,1.72567751574512E-05,0.4,4,1.97716214269097,16.9086332569005,0.333333333333333,202497.997908988,446.75622594834,0.235779599186135,242.510049011327,0.81187506989422,31.8574485868022,14.9772047537925,3.8358018343369,946.760369437718,56.8683366485628,38.5844360359164,0.000176762238759,0.998753513998697,-8579.301074248,-8579.222719,0.078355248000662
2000,3.70975415408043,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004018506106341,0.00051161390843,29.7333378563256,1660,0.822993035401723,0.860247847466497,0.929961240261437,1.47849418085119E-05,0.4,4,0.945111168850309,24.7833326520741,0.333333333333333,2642.9119866495,97.7749882974845,0.918923813300812,373.492495241159,409.047199858802,244.917243525097,0.974139776616712,10.2414158883579,2020.38519427926,62341.6581536404,2603463.39486861,1.54754644827882E-06,0.999971499770921,"NA","NaN","#VALUE!"
2000,4.76896501302089,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006251842931963,0.00034076981898,12.6043779864545,1660,0.78442578136355,0.979533905022702,0.920708615622864,4.66988422245555E-05,0.4,4,0.932593080688034,17.1358763578635,0.333333333333333,6938.9615061516,222.72544508938,2.20323752755041,371.886543899957,13.7107037550255,55.3341090224987,4.94001629812527,4.80771061578982,944.8329346626,31.6480737114086,29454.0355299792,7.68459064822561E-05,0.999448440321669,-8585.36565711606,-8585.324824,0.040833116061549
2000,4.41057737887399,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004598396382774,0.000435361411495,33.5340941999485,1660,0.825316946643506,0.881898395808993,0.906553364485209,2.0729870563484E-05,0.4,4,0.962975187585046,17.093094050333,0.333333333333333,23004.1891673563,5179.41039035989,0.136811616278251,339.662666963405,6.43430422983236,154.307161227169,1.40204144677467,8.51012100684535,573.057900916284,129191.418440051,13119.6608194959,0.000250090643983,0.998379573482763,-8585.85050928312,-8585.765114,0.085395283120306
